"ilad";"ilcead";"mahallead";"tapuzeminref";"adano";"parselno";"tapualan";"kadastroalan";"tapucinsaciklama";"HazineParselDurumAciklama";"geom"
AĞRI;DİYADİN;YUKARI DALÖREN;31810596;"111";"13";1217.55;1217.55051425215;Ham Toprak;HazineTam;POLYGON ((43.613805456598 39.415595590738, 43.613674949653 39.415661993653, 43.613552773855 39.415870843062, 43.613534311191 39.415829255713, 43.613519744064 39.415680716492, 43.613514894197 39.415609029259, 43.613452998082 39.415359160092, 43.613762239544 39.415374590687, 43.613993594408 39.415343591072, 43.613805456598 39.415595590738))
AĞRI;DİYADİN;YUKARI DALÖREN;31810604;"111";"22";7051.12;7051.11639142956;Ham Toprak;HazineTam;POLYGON ((43.616413234407 39.408091806122, 43.616272721427 39.408341184757, 43.616825931169 39.408728608682, 43.616810251708 39.408902808095, 43.617088660307 39.409057672557, 43.617321097472 39.409199389661, 43.617281629721 39.409316564755, 43.617700791097 39.409465679415, 43.618190470791 39.409686215074, 43.618111619956 39.409855777255, 43.617218377726 39.409504351571, 43.61615648279 39.408547480423, 43.615716516609 39.4079063808, 43.616413234407 39.408091806122))
AĞRI;DİYADİN;YUKARI DALÖREN;31810615;"111";"28";3337.7;3337.70436304689;Ham Toprak;HazineTam;POLYGON ((43.612902985534 39.412555667659, 43.612202979617 39.412790910121, 43.612340545563 39.412312481859, 43.612465223629 39.412168954023, 43.612750511426 39.412064773097, 43.612810507121 39.412000785239, 43.612924262451 39.412255416326, 43.613087980875 39.412276813811, 43.612902985534 39.412555667659))
AĞRI;DİYADİN;YUKARI DALÖREN;31810632;"111";"53";1056.21;1056.21472929147;Ham Toprak;HazineTam;POLYGON ((43.612840500817 39.411576490922, 43.612660534468 39.411804355007, 43.612464828445 39.411716250773, 43.61230245552 39.41168621313, 43.612453004642 39.411642075504, 43.612558184531 39.411574807973, 43.612571147624 39.411450356333, 43.612847898944 39.41133912022, 43.612840500817 39.411576490922))
AĞRI;DİYADİN;YUKARI DALÖREN;31810633;"112";"2";10232.06;10232.0630574653;Ham Toprak;HazineTam;POLYGON ((43.619328561665 39.408338128989, 43.620274090788 39.408508035713, 43.620710610659 39.408696064851, 43.621215200366 39.408879757898, 43.620774593462 39.40900076949, 43.620544539627 39.409051801871, 43.620220239469 39.409255638766, 43.620061611576 39.409293701291, 43.619560510525 39.409137597283, 43.619236250691 39.408947230796, 43.61921338536 39.408761477335, 43.619328561665 39.408338128989))
AĞRI;DİYADİN;YUKARI DALÖREN;31810635;"113";"1";4017.14;4017.13665401029;Ham Toprak;HazineTam;POLYGON ((43.603493672174 39.423119613874, 43.603048143935 39.423346326863, 43.602955556843 39.423709170341, 43.60335847401 39.423836471753, 43.603380478015 39.423868574214, 43.603533028534 39.42394981768, 43.60308058582 39.423809422757, 43.602931834529 39.423818312033, 43.602852103147 39.423797340344, 43.602811376914 39.423794459888, 43.602703907041 39.42366507734, 43.602974612975 39.423017145089, 43.603146828876 39.423025247947, 43.603472164818 39.423029479039, 43.604084912618 39.422738654221, 43.60466956655 39.422625323912, 43.604647136312 39.42270250235, 43.603493672174 39.423119613874))
AĞRI;DİYADİN;YUKARI DALÖREN;31810650;"116";"1";78.96;78.9587439399067;Ham Toprak;HazineTam;POLYGON ((43.611263133112 39.423863638485, 43.611270088257 39.423899954993, 43.611175835147 39.42390658421, 43.61121695074 39.423806228518, 43.611343698797 39.423832816225, 43.611263133112 39.423863638485))
AĞRI;DİYADİN;YUKARI DALÖREN;31810656;"116";"7";196.51;196.511231871686;Ham Toprak;HazineTam;POLYGON ((43.612111044345 39.423897915381, 43.611858750674 39.423801659372, 43.611793259809 39.423671480196, 43.611859609079 39.423672947599, 43.612111044345 39.423897915381))
AĞRI;DİYADİN;YUKARI DALÖREN;31811978;"117";"2";298.59;298.590323778752;HAM TOPRAK;HazineTam;POLYGON ((43.611726893285 39.423586611633, 43.611559328326 39.423609685717, 43.611470276294 39.423687790422, 43.611403599966 39.423663597038, 43.611514081662 39.423584116283, 43.611533595549 39.423563408946, 43.611727956274 39.423554696, 43.611770617491 39.423507488357, 43.611875216308 39.423530154439, 43.61201355611 39.423552369192, 43.611998014296 39.423596620452, 43.611950135773 39.423612972422, 43.61183175927 39.423571822584, 43.611726893285 39.423586611633))
AĞRI;DİYADİN;YUKARI DALÖREN;31811983;"118";"3";28.22;28.2244189751898;HAM TOPRAK;HazineTam;POLYGON ((43.614538682423 39.423740783206, 43.614486384871 39.423745744298, 43.614439028761 39.423775027961, 43.614424310526 39.423707843664, 43.614538682423 39.423740783206))
AĞRI;DİYADİN;YUKARI DALÖREN;31810665;"120";"2";4541.84;4541.84011036799;Ham Toprak;HazineTam;POLYGON ((43.608325358605 39.424396081698, 43.6083788894 39.424337341868, 43.607609984465 39.424516826967, 43.607602503996 39.424546089836, 43.607553131558 39.424566817305, 43.607462056579 39.424579993305, 43.607416455396 39.424582779742, 43.607346775352 39.424682089501, 43.607266248431 39.424732994093, 43.607211740061 39.424893270806, 43.607183635621 39.424904994046, 43.60721497948 39.424524652535, 43.607087573028 39.424468159627, 43.607272116554 39.424404981903, 43.607376327903 39.424209670282, 43.607700009657 39.42414618536, 43.60781731422 39.424154758788, 43.608100429781 39.42416492028, 43.608192336323 39.424178791464, 43.60830643996 39.424169646188, 43.608567926238 39.424167866201, 43.608736125891 39.424141021275, 43.608910726281 39.42418589997, 43.609055661082 39.424210086779, 43.609316666966 39.424172309087, 43.609512728399 39.424190306677, 43.609329385649 39.424263310494, 43.609069554873 39.424293951045, 43.608952925984 39.424284666434, 43.60885339315 39.424262436595, 43.608856630207 39.424236887633, 43.60881189822 39.424222257292, 43.608810621059 39.424208813211, 43.608688732611 39.424210579538, 43.608687479978 39.424214005065, 43.608572412558 39.424238909698, 43.608593591778 39.424314944397, 43.608325358605 39.424396081698))
AĞRI;DİYADİN;YUKARI DALÖREN;31810674;"120";"7";443.4;443.39643258865;Ham Toprak;HazineTam;POLYGON ((43.608640617294 39.424490441675, 43.608629543736 39.424383914533, 43.609069554873 39.424293951045, 43.609082047301 39.424392812511, 43.608640617294 39.424490441675))
AĞRI;DİYADİN;YUKARI DALÖREN;31810672;"120";"9";1193.68;1193.68266158735;Ham Toprak;HazineTam;POLYGON ((43.609339470791 39.424342499809, 43.609329385649 39.424263310494, 43.609512728399 39.424190306677, 43.609777452573 39.424047213473, 43.609664842899 39.424152415176, 43.609686416657 39.424207487091, 43.609835791564 39.424182982416, 43.609883564966 39.424147419041, 43.609964269846 39.424115482592, 43.610130894698 39.424060903587, 43.610374605551 39.424036696896, 43.610487344702 39.424003845875, 43.610557505872 39.424036171064, 43.610501000498 39.42405826464, 43.610350504503 39.424097140281, 43.610220942236 39.424146155093, 43.610004879639 39.424216607418, 43.609784887897 39.424288408392, 43.609339470791 39.424342499809))
AĞRI;DİYADİN;YUKARI TÜTEK;49462740;"101";"12";1770.38;1770.37488515964;HAM TOPRAK;HazineTam;POLYGON ((43.776236967152 39.473830175162, 43.77634059284 39.474437035647, 43.775805980388 39.474357625877, 43.775907621987 39.474107174459, 43.776236967152 39.473830175162))
AĞRI;DİYADİN;YUKARI TÜTEK;49463902;"101";"14";1252.66;1252.66076257321;HAM TOPRAK;HazineTam;POLYGON ((43.775822949901 39.473022365194, 43.775603950467 39.472925786966, 43.775821694784 39.472700548134, 43.776026510203 39.472631669559, 43.776068630148 39.473052758471, 43.776072541774 39.473149488557, 43.775822949901 39.473022365194))
AĞRI;DİYADİN;YUKARI TÜTEK;49463908;"101";"21";12243.88;12243.8773649239;ÇAYIR;HazineTam;POLYGON ((43.772968811001 39.473374406019, 43.772112700511 39.472899808805, 43.77077074581 39.472128433462, 43.771262495407 39.472202651557, 43.77237055986 39.472563160645, 43.773339100238 39.472494399049, 43.773685539547 39.472873043093, 43.773759393785 39.473008790688, 43.772968811001 39.473374406019))
AĞRI;DİYADİN;YUKARI TÜTEK;49463896;"101";"7";20078.29;20078.2909190492;HAM TOPRAK;HazineTam;POLYGON ((43.770778064179 39.476939594895, 43.770641311615 39.476515889386, 43.770608763635 39.476235153204, 43.771678880196 39.475670815448, 43.771957588426 39.47572231593, 43.77250224781 39.475976601208004, 43.772725139033 39.47620964411, 43.772049140649 39.47715595573, 43.770778064179 39.476939594895))
